,Rank,Value,Name,Price,Signature,Comments,Tone Grade,Technical Grade,Setup,Status
805,C-,,"Super Audio ""Supermeme"" 2BA+2DD",150,V-shaped,A decently tuned V-shaped hybrid with energetic upper midrange. May be intense for some.,C-,C,2BA 2DD,Personal unit
806,C-,,Anthem Five E2,150,Bassy,Lots of bass and not a lot of treble to balance it out. Alright midrange tone but resolution is poor.,C,C-,1BA 1DD,Review unit (custom)
807,C-,,Alpha & Delta KS3,150,Mid-centric,"Shouty, lacking bass extension and ultimately too oddly coloured.",C,C-,DD,Available for demo at The Hangout
808,C-,,NuForce HEM1,150,Neutral,Reference tuning with tonal balance. Unfortunately limited by its technicalities.,C,C-,BA,E1 demo unit
809,C-,,Brainwavz B400,150,Neutral,Dulled transients and dynamics makes this a boring listen.,C,C-,4BA,Third party unit
810,C-,,AAW Nebula Two,150,U-shaped,Excellent clarity and wide staging due to semi-open design. DD bass manages to shine through.,C,C-,1BA 1DD,Null Audio demo unit
811,C-,,Heartfield Acoustic Deer,170,V-shaped,,C,C-,DD,Available for demo at The Hangout
812,C-,,Shozy Rouge,180,V-shaped,Sounds surprisingly to certain units of the Kinera IDUN (the same driver config too).,C-,C,2BA 1DD,Available for demo at The Hangout
813,C-,,Audio Technica ATH-IM01,200,Warm,Bloated and congested presentation. Needs more treble extension.,C-,C,BA,Stereo SG demo unit
814,C-,,1More Quad Driver,200,"""Balanced""",Okay-ish technical ability in a mainstream tuning. Can get congested.,C,C-,3BA 1DD,Jaben Melbourne demo unit
815,C-,,Fatfreq Eden,220,"""Balanced""",A strange sounding monitor with no clear direction in its tuning.,C-,C,2BA,Third party unit
816,C-,,Fatfreq Musician Plus,220,Warm,,C-,C,2BA,Showfloor demo unit
817,C-,,Fatfreq Reference Plus,220,Warm neutral,,C-,C,2BA,Showfloor demo unit
818,C-,,Hidizs Mermaid MS4,250,V-shaped,Generic V-shape tuning with middling technicalities.,C-,C,3BA 1DD,Third party unit
819,C-,,Zero Audio Carbo Doppio ZH-BX700,250,Neutral,Severely lacking in treble extension and detailing.,C,C-,2BA,Zeppelin & Co demo unit
820,C-,,Sennheiser Momentum True Wireless,300,V-shaped,Similar but not identical to its wired counterpart. A weirdly tuned V-shaped response.,C-,C,DD,Zeppelin & Co demo unit
821,C-,,Grado GR8,300,Warm neutral,"Weird mids, somewhat hot treble. Not... great.",C-,C,DD,Jaben SG demo unit
822,C-,,Pioneer SE-CX9,300,Bassy,"Final-ish single BA tuning with the interesting ""bass exciter"" technology vibrating your ears with bass.",C,C-,Exciter BA,Personal unit
823,C-,,JH Billie Jean,350,V-shaped,Follows the JH house sound but otherwise nothing special.,C,C-,2BA,AV One demo unit
824,C-,,Fatfreq Musician Pro,370,Warm,,C-,C,3BA,Showfloor demo unit
825,C-,,Audio Technica ATH-LS300,400,Warm V-shape,Seems alright up till the treble. Very odd treble timbre.,C-,C,3BA,Stereo SG demo unit
826,C-,,Advanced M5-1D,400,V-shaped,Typical chifi DD sound. Nothing special.,C-,C,DD,Zeppelin & Co demo unit
827,C-,,ORB CF-IEM Stella,450,Warm,,C-,C,2BA,e-Earphone demo unit
828,C-,,Cayin YB04,500,"""Balanced""",An odd take on neutrality that sounds weird and uneven.,C-,C,4BA,Zeppelin & Co demo unit
829,C-,,Campfire Nova,500,Neutral with laid-back treble,Somewhat dead-sounding with no shimmer or sparkle in the upper registers.,C-,C,2BA,ConnectIT demo unit
830,C-,,Stealthsonics U4,500,Warm,"An odd character, simultaneously bassy and thin at the same time.",C-,C,4BA,Showfloor demo unit
831,C-,,Jomo Jazz,500,Warm neutral,"Feels like an attempt at an all-rounder signature, but forgot about tuning in upper treble.",C-,C,2BA,Showfloor demo unit
832,C-,,Kinera Norn,500,V-shaped,,C-,C,4BA 1DD,e-Earphone demo unit
833,C-,,Shure SE535,500,Neutral,Tonally dead. One-note bass. No treble worth mentioning.,C,C-,3BA,Stereo SG demo unit
834,C-,,Audio Technica ATH-LS400,580,Warm V-shape,Seems alright up till the treble. Very odd treble timbre.,C-,C,4BA,Stereo SG demo unit
835,C-,,FitEar Fitear,900,Warm,Sounds like an even warmer variation of the F111.,C-,C,BA,Jaben SG demo unit
836,C-,,Jomo Salsa,1050,Warm V-shape,"Slightly bloated and sharp-sounding signature, and somewhat odd midrange tonality.",C-,C,4BA,Showfloor demo unit
837,C-,,Campfire Atlas,1300,Bassy,Gobs of bass with added treble sparkle that prevents complete congestion and muddiness.,C,C-,DD,Zeppelin & Co demo unit
838,C-,,Campfire Solstice,1500,Warm,"Doesn't sound like an Andromeda at all. A muddy, husky mess.",C-,C,5BA,E1 demo unit
839,C-,,Yamaha EPH100,Discont.,V-shaped,Interesting W-shaped signature with recessed lower and upper midrange.,C-,C,DD,Third party unit
840,C-,,Custom Art FIBAE 1,Discont.,Bright,"Peaky, uneven mids and probably more uneven treble.",C-,C,BA,Music Sanctuary demo unit
841,C-,,VSonic VSD2S,Discont.,Warm V-shape,Dangerous combo of recessed upper mids and strong treble emphasis.,C-,C,DD,LMUE demo unit
842,C-,,VSonic VSD3S,Discont.,U-shaped,Dangerous combo of recessed upper mids and strong treble emphasis.,C-,C,DD,LMUE demo unit
843,C-,,Aurisonics Kicker,Discont.,V-shaped,Rather generic tuning though with narrow staging and limited resolution.,C-,C,DD,Third party unit
844,C-,,Stax SR-001 Mk2,Discont.,Mid-centric,"Slight technical improvement over the Mk1, though tuning remains largely the same.",C-,C,EST,Third party unit
845,C-,,Heir Audio Tzar 350,Discont.,Bright,Its detail would be appreciated if it didn't come with ear-splitting treble.,C-,C,2BA,Third party unit
846,C-,,IMR R1 Zenith,Discont.,Variable,Not very detailed with a persistently odd tonal balance regardless of filters used.,C-,C,1Piezo 1DD,Third party unit
847,C-,,Eternal Melody EM-4,?,"""Balanced""",Downsloping response with uneven mids.,C-,C,4BA,Zeppelin & Co demo unit
848,C-,,Eternal Melody EM-6,?,"""Balanced""","Uneven mids, odd tonality, sounds like someone shoved drivers in there without any tuning.",C-,C,6BA,Zeppelin & Co demo unit
849,C-,,VSonic VSD1S,Discont.,Warm,"Bloated and overly-warm, but not the worst VSonic IEM out there.",C,C-,DD,LMUE demo unit
850,C-,,Fostex TE-02WP,Discont.,Neutral-bright,Balanced and clear. Very good value.,C,C-,DD,A2A Melbourne demo unit
851,C-,,1More Dual Driver,Discont.,Warm,Somewhat balanced tonality though not the greatest in technical performance.,C,C-,1BA 1DD,AV One demo unit
852,C-,,Phonak PFE,Discont.,Warm,"Somewhat warm-ish and non-offensive tonality, but with very flat-sounding dynamics.",C,C-,2BA,Third party unit
853,C-,,Razer Moray,130,Neutral,,C,C-,1BA 1DD,Available for demo at The Hangout
854,C-,,Jade Audio EA3,50,Bright V-shape,Painful treble. Very painful.,D+,C+,1BA 1DD,Third party unit
855,C-,,Tin HiFi T2 Evo,60,Bright V-shape,,D+,C+,DD,Available for demo at The Hangout
856,C-,,Shuoer Singer,70,V-shaped,"Less ""sing"" and more ""scream"". Needs those upper-mids toned down, desperately.",D+,C+,EST DD,Available for demo at The Hangout
857,C-,,fineEars TSH-HR1000K,70,V-shaped,Pretty decent tonality but is severely lacking details.,C+,D+,DD,Third party unit
858,C-,,Shuoer Tape Pro,130,V-shaped,"An attempt to fix the original Tapes by targeting not the upper mids, but the treble. Just makes things worse.",D+,C+,DD,Oardio demo unit
859,C-,,Eternal Melody EM-2,290,V-shaped,"It just sounds ""meh"" to be. Nothing much to say.",C+,D+,2BA,Zeppelin & Co demo unit
860,C-,,HarmonicDyne P.D.1,380,U-shaped,,D+,C+,1Planar 1DD,Available for demo at The Hangout
861,C-,,Audiosense AQ7,500,Unique,"Sub-bass boost, odd midrange and rolled-off treble. Not for everyone.",D+,C+,6BA 1DD,Available for demo at The Hangout
862,C-,,IMR R1,550,Variable,Just various shades of wonky. Not recommended for the shout-intolerant.,D+,C+,2DD,Third party unit
863,C-,,Clear Tune Monitors CT-500 Elite,800,"""Balanced""",Just a weird-sounding tuning that doesn't seem to fit any kind of classification.,D+,C+,5BA,Jaben SG demo unit
864,C-,,Future Sonics MG5HX,875,V-shaped,Typical V-shaped DD signature with minimal focus on technicalities.,D+,C+,DD,Third party custom
865,C-,,Fearless Roland,1010,Dark neutral,"An almost total lack of treble results in a muffled, dark presentation.",D+,C+,2EST 2BA 1DD,Music Sanctuary demo unit
866,C-,,Earsonics ES5,1150,"""Balanced""","Very, very uneven tuning. No clear direction, just sounds wrong.",D+,C+,5BA,Zeppelin & Co demo unit
867,C-,,Kumitate KL-Kanon,1250,Variable,"Pot adjusts bass and lower mids. Intense V-shape, bright-and-shouty, and everything else in-between.",D+,C+,4BA,Showfloor demo unit
868,C-,,FiR Neon 4,2300,Bassy,,D+,C+,3BA 1DD,e-Earphone demo unit
869,C-,,UFOEar UFO-111,200,U-shaped,Truly wild-and-whacky tonality that makes most instruments sound wrong. Pretty decent resolution though.,D,B-,1BA 1DD,Available for demo at The Hangout
870,C-,,FiR M2,800,V-shaped,"Shrill, unnatural tone in an otherwise acceptable technical package.",D,B-,1BA 1DD,Showfloor demo unit
871,C-,,AAW Nightingale,1000,"""Balanced""",Horribly tuned midrange that sounds wrong and lacks energy.,D,B-,Planar,Zeppelin & Co demo unit
872,C-,,TRN MT1,5,V-shaped,,C-,C-,DD,Third party unit
873,C-,,I-INTO i8,25,"""Balanced""",Somewhat downsloping signature. It's an IEM that exists.,C-,C-,3DD,Third party unit
874,C-,,Advanced 747,60,Bassy,Way too much bass. Interferes with instrument timbre and not even that detailed either.,C-,C-,DD,Zeppelin & Co demo unit
875,C-,,Oriveti Basic,100,Bassy,Lots of sub-bass rumble with an energetic midrange. Roll-off for non-fatigue.,C-,C-,DD,Jaben Melbourne demo unit
876,C-,,WG T-One,100,V-shaped,"Lacks definition, lacks resolution, weird V-shaped tuning.",C-,C-,DD,Available for demo at The Hangout
877,C-,,Sennheiser Momentum In-Ear,100,V-shaped,"Fuzzy, typical V-shaped sound but nothing too egregious.",C-,C-,DD,Zeppelin & Co demo unit
878,C-,,Pai Audio DM2A,140,V-shaped,Weird midrange. Oddly similar to the Kinera IDUN.,C-,C-,2BA 1DD,Third party unit
879,C-,,Kinera Idun (Deluxe),140,V-shaped,"Not a bad hybrid, considering Kinera's track record.",C-,C-,2BA 1DD,Third party unit
880,C-,,HiBy WH3,150,V-shaped,"Gives off that ""generic V-shape"" impression, but it's weirder than that on more listening.",C-,C-,1BA 1DD,Zeppelin & Co demo unit
881,C-,,Noble Falcon,156,V-shaped,Harsh midrange with strong bass and treble. Very mainstream sound.,C-,C-,DD,Stereo SG demo unit
882,C-,,"Whizzer A-HE03 ""Kylin""",160,Warm V-shape,Odd tonality and lacklustre technical ability overall.,C-,C-,2BA 1DD,Available for demo at The Hangout
883,C-,,Zero Audio Carbo Singolo ZH-BS150-CS,170,Warm neutral,Lacks definition and has virtually zero upper treble.,C-,C-,BA,Zeppelin & Co demo unit
884,C-,,Fearless Crystal Pearl,200,Warm,"Veiled, weird sounding and lacking details.",C-,C-,2BA,Music Sanctuary demo unit
885,C-,,Shure SE425,300,Neutral,Reinforces the fact that Shure somehow hates upper treble.,C-,C-,2BA,Jaben Melbourne demo unit
886,C-,,Cardas A8,350,"""Balanced""",A really weird take on neutrality. At least the bass is relatively well-controlled.,C-,C-,DD,Jaben SG demo unit
887,C-,,Westone W20,350,Warm,"A darker, arguably inferior variation of the typical GQ driver sound.",C-,C-,2BA,Treoo demo unit
888,C-,,Campfire Polaris V2,500,Bassy,Overwhelming amounts of bass only slightly balanced out by a midtreble emphasis.,C-,C-,1BA 1DD,Third party unit
889,C-,,Elysian Minerva,900,Warm V-shape,"Wonky tone with blunted notes, not very revealing.",C-,C-,4BA,Showfloor demo unit
890,C-,,Noble Django,1000,Warm,Lower-mid bloat and lacking definition.,C-,C-,6BA,Stereo SG demo unit
891,C-,,Ultimate Ears Live,2200,Warm,"Soft, muddy, low resolution and lacks any sort of definition.",C-,C-,6BA 1DD,Music Sanctuary demo unit
892,C-,,Stax SR-001 Mk1,Discont.,Mid-centric,Sounds like an old-school on-ear headphone from the 80s.,C-,C-,Electrostatic,Third party unit
893,C-,,Meccaudio ME-04,Discont.,Neutral,"A not-quite-neutral ""neutral"" monitor.",C-,C-,4BA,E1 demo unit
894,D+,,Yinyoo Ash,20,V-shaped,Wonky tone and sharp treble is not a great combo.,D+,C,1BA 1DD,Third party unit
895,D+,,Tripowin TP10,50,Bright V-shape,Skewed towards the higher frequencies with wonky mids and your average KZ technicalities.,D+,C,5BA,Available for demo at The Hangout
896,D+,,Rose Mini2,110,Warm,It's somewhat natural in timbre but lacks a lot of technical proficiency.,C,D+,2BA,Third party unit
897,D+,,Shure SE315,200,Dark,"Honky mids, limp bass, no upper treble.",D+,C,BA,Jaben Melbourne demo unit
898,D+,,Tago Studio T3-02,250,"""Balanced""",,D+,C,DD,e-Earphone demo unit
899,D+,,Earsonics ES2,300,Mid-centric,Slightly honky and lacking extension on both ends.,D+,C,2BA,Zeppelin & Co demo unit
900,D+,,Ocharaku Donguri Keyaki,400,Bright V-shape,It's not necessarily V-shaped... but certainly very sharp.,D+,C,DD,Third party unit
901,D+,,Ultimate Ears UE900S,400,Warm,"Very, very boxy and nasal midrange. Limited technical ability.",D+,C,4BA,Third party unit
902,D+,,Westone W30,400,Warm,"Fairly balanced as far as Westones go, but still suffers from subpar definition.",D+,C,3BA,Treoo demo unit
903,D+,,Flicker Ear Norma,450,Dark,"Extremely warm, lacking definition and clarity.",C,D+,4BA,Third party custom
904,D+,,Ocharaku Donguri Ti Plus,500,V-shaped,"Spiciness as expected of an Ocharaku. More shouty than bright, and weirdly thin.",D+,C,DD,Third party unit
905,D+,,InEar StageDiver SD-3,600,Warm,"Too much warmth, not enough balance and definition.",D+,C,3BA,Music Sanctuary demo unit
906,D+,,Noble M3,600,V-shaped,Strident and harsh midrange only saved by its somewhat competent bass presentation.,D+,C,1MS 1DD,Munkong Gadget demo unit
907,D+,,Advanced M5-5D,650,Bright neutral,An otherwise capable hybrid unfortunately let down by its ridiculous treble spike.,D+,C,4BA 1DD,Zeppelin & Co demo unit
908,D+,,Custom Art FIBAE ME,800,Warm,"Downsloping signature, bloated bass, and imprecise treble.",D+,C,6BA,Music Sanctuary demo unit
909,D+,,Warbler Prelude,1100,Dark,Rolled off on both ends with a very typical single-BA sound.,D+,C,BA,Third party custom
910,D+,,Effect Audio Axiom,1500,Bassy,,D+,C,1BA 1DD,Review loaner
911,D+,,Earsonics EM10/Grace,2300,Warm,Oddly low dynamics makes this sound rather dead and lifeless.,D+,C,10BA,Music Sanctuary demo unit
912,D+,,FiR Krypton 5,3000,Bassy,,D+,C,4BA 1DD,e-Earphone demo unit
913,D+,,Ocharaku Co-Donguri Shizuku,Discont.,V-shaped,"Spiciness as expected of an Ocharaku. More shouty than bright, and weirdly thin.",D+,C,DD,Third party unit
914,D+,,HiBy Crystal6,Discont.,Bright V-shape,Surprisingly thin and sharp-sounding thing. At least it's somewhat technical.,D+,C,6BA,Zeppelin & Co demo unit
915,D+,,Custom Art Pro330v2,Discont.,Warm,"Boxy mids, slightly bloated, congested imaging, not great.",D+,C,3BA,Music Sanctuary demo unit
916,D+,,Noble Trident,400,Warm V-shape,Strident.,D,C+,3BA,Stereo SG demo unit
917,D+,,Cayin Fantasy,800,Bright,,D,C+,DD,Zeppelin & Co demo unit
918,D+,,Hifiman RE1000,1000,V-shaped,A strange take on a V response. Intense yet with no upper treble to speak of.,D,C+,DD,A2A Melbourne demo unit
919,D+,,Audio Technica ATH-IEX1,1200,V-shaped,"Sounds weird, sounds wrong, needs a complete overhaul.",D,C+,2BA 2DD,Stereo SG demo unit
920,D+,,JH Audio Jolene,1800,Variable,"Really only usable at-or-near max bass settings. Honky, lacking upper mids and just wonky overall.",D-,B-,8BA 4DD,AV One demo unit
921,D+,,Advanced Elise,30,Bassy,Boomy and heavy sounding. Smoothed over details but not the worst out there.,D+,C-,DD,Zeppelin & Co demo unit
922,D+,,Ocharaku Co-Donguri Shizuku S2,50,V-shaped,"Not an improvement over the original, that's for sure.",D+,C-,DD,Third party unit
923,D+,,TRN TA2,50,V-shaped,,D+,C-,2BA 1DD,Available for demo at The Hangout
924,D+,,Tipsy TTROMSO,90,V-shaped,,D+,C-,DD,Available for demo at The Hangout
925,D+,,Shure SE215,100,V-shaped,Sounds like a typical dynamic IEM. Slightly bloated bass and narrow staging.,C-,D+,DD,Jaben Melbourne demo unit
926,D+,,1More Triple Driver,100,V-shaped,"Subpar tuning with unfortunately thin midrange. Flat bass, not in a good way.",C-,D+,2BA 1DD,Stereo SG demo unit
927,D+,,Symphonium Audio Mirage,150,Dark,Typical single-BA sound that doesn't offer anything special.,C-,D+,BA,Music Sanctuary demo unit
928,D+,,Master & Dynamic MW07 Go,200,V-shaped,Not much different from the MW07.,D+,C-,DD,ConnectIT demo unit
929,D+,,Advanced GT3 Superbass,200,"""Balanced""",Acceptable resolution though the tone is off in many ways. Filters don't seem to address that issue.,C-,D+,DD,Personal unit
930,D+,,Advanced GT3,200,V-shaped,"Sharp, shrill and overall unpleasant.",C-,D+,DD,Zeppelin & Co demo unit
931,D+,,Kennerton Jimo,300,Bassy,"Cloying, overpowering bass response. Truly a muddy IEM.",D+,C-,2DD,Zeppelin & Co demo unit
932,D+,,Master & Dynamic MW07 Plus,300,V-shaped,Not much different from the MW07.,D+,C-,DD,ConnectIT demo unit
933,D+,,Master & Dynamic MW07,300,V-shaped,"Tonally imbalanced, with too much of the mids being pushed back into the mix.",D+,C-,DD,ConnectIT demo unit
934,D+,,Sennheiser IE80S,350,V-shaped,"Warm, bassy, congested and lacking in dynamics. Oddly sharp yet lacking in sparkle",C-,D+,DD,Zeppelin & Co demo unit
935,D+,,Clear Tune Monitors CT-300 Pro,600,Warm,Overly-bloated and warm with virtually zero definition.,D+,C-,3BA,Jaben SG demo unit
936,D+,,IMR Semper,1300,Variable,An incoherent mess with bloated bass and piercing-sharp treble.,D+,C-,2EST Piezo Planar DD,Third party unit
937,D+,,MUNITIO Bullet In-Ear,Discont.,V-shaped,Deep V signature with bloated bass and piercing highs.,C-,D+,DD,E1 demo unit
938,D+,,Westone 4R,Discont.,Dark,"Low resolution, extremely blunted and narrow imaging.",D+,C-,4BA,Third party unit
939,D+,,Venture Electronics Duke,Discont.,Warm,"Oddly tuned dynamic, but at least it's not the Monk IEs.",D+,C-,DD,Third party custom
940,D+,,Nothing Ear (1),150,V-shaped,,D,C,DD,Available for demo at The Hangout
941,D+,,LZ A4 Pro,250,Variable,,D,C,3BA 1DD,Available for demo at The Hangout
942,D+,,Westone W40,500,Warm V-shape,"Overbearing lower mids, weird treble, odd tonality overall. Definitely a Westone.",D,C,4BA,Treoo demo unit
943,D+,,Audio Technica ATH-CK2000Ti,750,Bright V-shape,,D,C,2DD,e-Earphone demo unit
944,D+,,Campfire Dorado,1000,Warm,Extremely coherent albeit slightly congested. Great for intimacy lovers.,D,C,2BA 1DD,Zeppelin & Co demo unit
945,D+,,Earsonics EM32,1100,U-shaped,"Lots of bass, recessed lower mids, strange upper mids, just an oddball all round.",D,C,3BA,Zeppelin & Co demo unit
946,D+,,Earsonics S-EM9,1500,"""Balanced""","Honky, no upper mids, not a great experience.",D,C,9BA,Zeppelin & Co demo unit
947,D+,,FiR Xenon 6,3900,Bassy,,D,C,1EST 4BA 1DD,e-Earphone demo unit
948,D+,,NXEars Opera,800,Warm,One word: bloat.,D-,C+,8BA,Zeppelin & Co demo unit
949,D+,,1More Single Driver,40,Bright V-shape,Shouty with bass bleed sprinkled in.,D+,D+,DD,AV One demo unit
950,D+,,Kinera SEED,50,"""Balanced""",Lacking in bass extension and tonally skewed too much to the higher frequencies.,D+,D+,1BA 1DD,Third party unit
951,D+,,Massdrop x MEE Planamic,150,V-shaped,Severely lacks resolution and in dire need of tonal refinements.,D+,D+,Planar,Available for demo at The Hangout
952,D+,,HiFi Boy OS V3,150,Warm neutral,"Bloated, lacks definition and treble extension too.",D+,D+,2BA 1DD,E1 demo unit
953,D+,,Jaybirds Vista,180,V-shaped,Extremely scooped out midrange with piercing treble.,D+,D+,DD,ConnectIT demo unit
954,D+,,AAW ACH/Kingfisher,190,Warm,Persasive warmth just puts a blanket on all the transients. Lacks definition.,D+,D+,1Piezo 1BA 1DD,Zeppelin & Co demo unit
955,D+,,Unknown Custom UCD-3,270,Warm,"Mushy, blunted transients with a warm yet strangely sibilant tuning.",D+,D+,3BA,E1 demo unit
956,D+,,Fearless S5T,330,Warm,Tonally off and lacking details. Not enough bite or energy either.,D+,D+,5BA,Music Sanctuary demo unit
957,D+,,B&O Beoplay E8,350,"""Balanced""",An extremely odd take on a neutral sound signature that simply doesn't work.,D+,D+,DD,Zeppelin & Co demo unit
958,D+,,Unknown Custom Quad 2.0,390,V-shaped,"Low-resolution, low-detail, passable tonality.",D+,D+,4BA,E1 demo unit
959,D+,,Cozoy Trio,450,Unique,"Odd tuning, doesn't sound too bad but it's overall not very impressive at all.",D+,D+,3BA,E1 demo unit
960,D+,,Unknown Custom Juno,640,Variable,Something odd going on in the midrange. Same issues in resolution.,D+,D+,6BA,E1 demo unit
961,D+,,Westone W60,1000,Warm,"A little better tuned than your average Westone, but suffers from the usual lack of definition.",D+,D+,6BA,Treoo demo unit
962,D+,,Ambient Acoustics AM7,1750,Variable,"Unreliable switches, mediocre technical ability and the tone is slightly off.",D+,D+,7BA,Zeppelin & Co demo unit
963,D+,,Advanced Model X,Discont.,V-shaped,Extreme treble and bass response to a fault.,D+,D+,DD,Zeppelin & Co demo unit
964,D,,1More Piston,15,V-shaped,"Tonally alright, technically distrastrous.",C-,D,DD,AV One demo unit
965,D,,Advanced Sleeper,20,Bassy,"Too much bass, not enough clarity, and definitely not enough resolution.",C-,D,DD,Zeppelin & Co demo unit
966,D,,LH Verb,40,V-shaped,"Midrange is pushed all the way back and if that doesn't push you away, the treble will.",D,C-,DD,Third party unit
967,D,,TFZ 3S,65,V-shaped,"It's okay. It's a Chinese dynamic IEM, nothing special.",D,C-,DD,LMUE demo unit
968,D,,LZ A2 Pro,140,V-shaped,,D,C-,2BA 1DD,Available for demo at The Hangout
969,D,,Sennheiser IE500 Pro,600,Dark,"Heavy, undefined sound with bloated bass and little energy.",D,C-,DD,ConnectIT demo unit
970,D,,Earsonics Blade,610,Warm,"Typical Earsonics house sound of ""screwed up midrange"", now with DD bass.",D,C-,2BA 1DD,Zeppelin & Co demo unit
971,D,,RHA CL2,900,V-shaped,"Some of the weirdest mids around, oddly shouty with no cohesiveness in its tonality.",D,C-,Planar,AV One demo unit
972,D,,Kojo KJB-01 “Keyagu”,910,V-shaped,,D,C-,DD,e-Earphone demo unit
973,D,,Earsonics Stark,1540,Warm,"Typical Earsonics house sound of ""screwed up midrange"", now with DD bass.",D,C-,4BA 1DD,Zeppelin & Co demo unit
974,D,,Spiral Ears SE5U,2000,Dark,"Weird phasing, horrible tonal balance with near zero regard for treble.",D,C-,5BA,Third party custom
975,D,,MUNITIO Billets,Discont.,Bassy,"Extremely, extremely bloated. Absolutely zero sense of anything ""balance"".",D,C-,DD,E1 demo unit
976,D,,Shozy x AAW Hibiki SE,Discont.,V-shaped,All around wonky with the weirdest timbre I've heard in a dynamic driver.,D,C-,DD,Zeppelin & Co demo unit
977,D,,Aroma Shock,Discont.,V-shaped,At least its technicalities aren't as bad as its tonality.,D,C-,2EST 2BA,AV One demo unit
978,D,,Astrotec Delphinus 5,500,"""Balanced""",Sounds plain wrong. Instruments are nowhere close to how they should on proper gear.,D-,C,5BA,Zeppelin & Co demo unit
979,D,,Fender FXA9,1300,Dark,"Pretty severe downsloping response, also results in low clarity and resolution.",D-,C,6BA,E1 demo unit
980,D,,FAAEAL Hibiscus,40,"""Balanced""",,D,D+,DD,Third party unit
981,D,,BGVP DN3,75,V-shaped,,D+,D,1BA 1DD,Available for demo at The Hangout
982,D,,BGVP Zero,80,Warm,I have no idea what this is trying to accomplish.,D,D+,DD,Oardio demo unit
983,D,,Fidue A71,80,Bassy,Boomy and bleeds into the mids. Not a lot of definition.,D+,D,2DD,E1 demo unit
984,D,,Audio Technica ATH-CK3TW,100,V-shaped,Loose and uncontrolled bass in combination with a sharp and piercing treble.,D,D+,DD,Zeppelin & Co demo unit
985,D,,1More Stylish,100,Bassy,"Pretty standard ""consumer signature"" that panders to those who want bass and nothing else.",D+,D,2DD,E1 demo unit
986,D,,Fearless Crystal Ball,200,Warm V-shape,"Definitely evokes real ""Westone"" vibes here.",D,D+,2BA,Music Sanctuary demo unit
987,D,,Radius HP-TWF41,330,Warm,,D+,D,1Piezo 1DD,e-Earphone demo unit
988,D,,Jomo Haka,365,Dark,"Mushy, blobby and low resolution.",D+,D,BA,Euphoria Audio demo unit
989,D,,Audiofly AF160,430,Dark,Not just dead but almost completely devoid of treble. Double whammy.,D,D+,3BA,Jaben Melbourne demo unit
990,D,,NXEars Basso,500,Warm V-shape,"Definitely evokes real ""Westone"" vibes here. At least it has treble.",D,D+,4BA,Zeppelin & Co demo unit
991,D,,NuForce Primo 8,500,Dark,"Tone is off, detailing is low, things sound wrong. Lies on a spectrum of ""average"" to ""no"".",D+,D,4BA,E1 demo unit
992,D,,Jomo PLB,510,Dark,"Bloated, congested and oh-so-slow.",D+,D,3BA,Music Sanctuary demo unit
993,D,,Westone W50,800,Warm,Per usual: Westone's stubborn downsloping tuning with abysmal technical performance.,D,D+,5BA,Treoo demo unit
994,D,,Effect Audio Symphony,890,Warm,"A muddy, overly warm sound with that struggles with surface-level detailing.",D,D+,3BA,Third party unit
995,D,,Origami Audio Silver,900,Warm,"A slow, plodding mess without the courtesy of having a decent tuning.",D+,D,DD,E1 demo unit
996,D,,Campfire Dorado (2020),1100,V-shaped,Bloated bass just barely saved by a midtreble peak. Most of its resolution seem to come from its BA driver.,D,D+,1BA 1DD,Third party unit
997,D,,Campfire Equinox,1500,Bassy,Extremely different from the Atlas. It's a lot worse.,D,D+,DD,ConnectIT demo unit
998,D,,Madoo Type 711,1600,V-shaped,,D+,D,3Planar 2BA,e-Earphone demo unit
999,D,,Rhapsodio Zombie,1800,Bassy,Not the cleanest bass and with coherency issues that shouldn't exist for an IEM of its asking price.,D,D+,8BA 1DD,Available for demo at The Hangout
1000,D,,Sound Linear Fitz 10 Flat,2200,"""Balanced""",It sounds dead and boring. Nothing about it stands out at all.,D,D+,10BA,E1 demo unit
1001,D,,Ultimate Ears Super.Fi 5 Extra Bass (SF5EB),Discont.,Bassy,"The world's first hybrid IEM. Very dated sound, with far too much bass and not enough resolution.",D,D+,1BA 1DD,Personal unit
1002,D,,Sound Linear Fitz 3X,Discont.,"""Balanced""","An attempt at neutrality, but looks like someone forgot that upper-mids exist.",D,D+,3BA,E1 demo unit
1003,D,,Ambient Acoustics AM24,Discont.,"""Balanced""",See AM16. Perhaps even slightly worse.,D,D+,24BA,Zeppelin & Co demo unit
1004,D,,AAW A2H-Pro V2,220,Dark,Good coherency but sub-par tuning and sluggishy slow.,C-,D-,1BA 1DD,Jaben SG demo unit
1005,D,,oBravo Cupid,270,V-shaped,"Incoherent, broken imaging, overly-shouty, sharp treble, just a cacophony.",D-,C-,Planar DD,Available for demo at The Hangout
1006,D,,Dethonray Tender I,640,"""Balanced""",,D-,C-,Planar,Available for demo at The Hangout
1007,D,,Kinera BD005,30,Bassy,Bass is begging to be reined in on this one.,D,D,1BA 1DD,E1 demo unit
1008,D,,Future Sonics G10,220,V-shaped,"Shouty, bassy, yet oddly dull.",D,D,DD,Third party unit
1009,D,,Westone Pro X50,650,Dark,,D,D,5BA,e-Earphone demo unit
1010,D,,Sennheiser IE80,Discont.,V-shaped,"An oddly-tuned, technically-underwhelming set that has not aged well.",D,D,DD,Third party unit
